SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_GRADE,SCHOOL_GRADE_HEADCOUNT,SCHOOL_TOTAL_HEADCOUNT
2011/2012,BC Public School,3398003,Fraser Valley Distance Education School,District Distance Ed,KF,10,934
2011/2012,BC Public School,3398003,Fraser Valley Distance Education School,District Distance Ed,SECONDARY,Msk,934
2011/2012,BC Public School,3399056,Ed. Ctr Academic Upgrading,Alternate,9,Msk,210
2011/2012,BC Public School,3399056,Ed. Ctr Academic Upgrading,Alternate,10,10,210
2011/2012,BC Public School,3399056,Ed. Ctr Academic Upgrading,Alternate,11,17,210
2011/2012,BC Public School,3399056,Ed. Ctr Academic Upgrading,Alternate,12,Msk,210
2011/2012,BC Public School,3399056,Ed. Ctr Academic Upgrading,Alternate,SECONDARY,177,210
2011/2012,BC Public School,3434000,Bakerview Ctr for Learning - CE,Continuing Ed,11,Msk,Msk
2011/2012,BC Public School,3434000,Bakerview Ctr for Learning - CE,Continuing Ed,12,Msk,Msk
2011/2012,BC Public School,3434000,Bakerview Ctr for Learning - CE,Continuing Ed,GRADUATED ADULT,Msk,Msk
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,1,14,105
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,2,13,105
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,3,Msk,105
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,4,16,105
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,5,Msk,105
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,6,16,105
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,7,Msk,105
2011/2012,BC Public School,3434003,Mt Lehman Elementary,Standard,KF,22,105
2011/2012,BC Public School,3434005,ASIA - North Poplar,Standard,1,68,393
2011/2012,BC Public School,3434005,ASIA - North Poplar,Standard,2,66,393
2011/2012,BC Public School,3434005,ASIA - North Poplar,Standard,3,69,393
2011/2012,BC Public School,3434005,ASIA - North Poplar,Standard,4,64,393
2011/2012,BC Public School,3434005,ASIA - North Poplar,Standard,5,63,393
2011/2012,BC Public School,3434005,ASIA - North Poplar,Standard,KF,63,393
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,1,28,247
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,2,26,247
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,3,34,247
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,4,40,247
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,5,28,247
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,6,34,247
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,7,26,247
2011/2012,BC Public School,3434007,Upper Sumas Elementary,Standard,KF,31,247
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,1,14,148
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,2,28,148
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,3,12,148
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,4,15,148
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,5,22,148
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,6,18,148
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,7,20,148
2011/2012,BC Public School,3434011,Bradner Elementary,Standard,KF,19,148
2011/2012,BC Public School,3434016,South Poplar Traditional Elementary,Standard,1,45,276
2011/2012,BC Public School,3434016,South Poplar Traditional Elementary,Standard,2,47,276
2011/2012,BC Public School,3434016,South Poplar Traditional Elementary,Standard,3,46,276
2011/2012,BC Public School,3434016,South Poplar Traditional Elementary,Standard,4,48,276
2011/2012,BC Public School,3434016,South Poplar Traditional Elementary,Standard,5,52,276
2011/2012,BC Public School,3434016,South Poplar Traditional Elementary,Standard,KF,38,276
2011/2012,BC Public School,3434018,Clearbrook Elementary,Standard,1,59,467
2011/2012,BC Public School,3434018,Clearbrook Elementary,Standard,2,84,467
2011/2012,BC Public School,3434018,Clearbrook Elementary,Standard,3,64,467
2011/2012,BC Public School,3434018,Clearbrook Elementary,Standard,4,77,467
2011/2012,BC Public School,3434018,Clearbrook Elementary,Standard,5,79,467
2011/2012,BC Public School,3434018,Clearbrook Elementary,Standard,KF,104,467
2011/2012,BC Public School,3434019,King Traditional Elementary,Standard,1,61,359
2011/2012,BC Public School,3434019,King Traditional Elementary,Standard,2,59,359
2011/2012,BC Public School,3434019,King Traditional Elementary,Standard,3,62,359
2011/2012,BC Public School,3434019,King Traditional Elementary,Standard,4,60,359
2011/2012,BC Public School,3434019,King Traditional Elementary,Standard,5,59,359
2011/2012,BC Public School,3434019,King Traditional Elementary,Standard,KF,58,359
2011/2012,BC Public School,3434020,Abbotsford Traditional Middle School,Standard,6,150,448
2011/2012,BC Public School,3434020,Abbotsford Traditional Middle School,Standard,7,150,448
2011/2012,BC Public School,3434020,Abbotsford Traditional Middle School,Standard,8,148,448
2011/2012,BC Public School,3434021,Alexander Elementary,Standard,1,22,162
2011/2012,BC Public School,3434021,Alexander Elementary,Standard,2,28,162
2011/2012,BC Public School,3434021,Alexander Elementary,Standard,3,22,162
2011/2012,BC Public School,3434021,Alexander Elementary,Standard,4,29,162
2011/2012,BC Public School,3434021,Alexander Elementary,Standard,5,30,162
2011/2012,BC Public School,3434021,Alexander Elementary,Standard,KF,31,162
2011/2012,BC Public School,3434022,Abbotsford Collegiate,Standard,9,206,899
2011/2012,BC Public School,3434022,Abbotsford Collegiate,Standard,10,210,899
2011/2012,BC Public School,3434022,Abbotsford Collegiate,Standard,11,236,899
2011/2012,BC Public School,3434022,Abbotsford Collegiate,Standard,12,245,899
2011/2012,BC Public School,3434022,Abbotsford Collegiate,Standard,SECONDARY,Msk,899
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,1,12,77
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,2,Msk,77
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,3,Msk,77
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,4,11,77
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,5,13,77
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,6,Msk,77
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,7,Msk,77
2011/2012,BC Public School,3434023,Barrowtown Elementary,Standard,KF,10,77
2011/2012,BC Public School,3434025,Abbotsford Middle School,Standard,6,180,501
2011/2012,BC Public School,3434025,Abbotsford Middle School,Standard,7,155,501
2011/2012,BC Public School,3434025,Abbotsford Middle School,Standard,8,166,501
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,1,26,166
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,2,12,166
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,3,27,166
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,4,28,166
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,5,21,166
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,6,11,166
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,7,15,166
2011/2012,BC Public School,3434026,Aberdeen Elementary,Standard,KF,26,166
2011/2012,BC Public School,3434027,McMillan Elementary,Standard,1,67,402
2011/2012,BC Public School,3434027,McMillan Elementary,Standard,2,65,402
2011/2012,BC Public School,3434027,McMillan Elementary,Standard,3,69,402
2011/2012,BC Public School,3434027,McMillan Elementary,Standard,4,74,402
2011/2012,BC Public School,3434027,McMillan Elementary,Standard,5,75,402
2011/2012,BC Public School,3434027,McMillan Elementary,Standard,KF,52,402
2011/2012,BC Public School,3434028,Godson Elementary,Standard,1,61,345
2011/2012,BC Public School,3434028,Godson Elementary,Standard,2,60,345
2011/2012,BC Public School,3434028,Godson Elementary,Standard,3,53,345
2011/2012,BC Public School,3434028,Godson Elementary,Standard,4,54,345
2011/2012,BC Public School,3434028,Godson Elementary,Standard,5,57,345
2011/2012,BC Public School,3434028,Godson Elementary,Standard,KF,60,345
2011/2012,BC Public School,3434031,Jackson Elementary,Standard,1,24,193
2011/2012,BC Public School,3434031,Jackson Elementary,Standard,2,38,193
2011/2012,BC Public School,3434031,Jackson Elementary,Standard,3,31,193
2011/2012,BC Public School,3434031,Jackson Elementary,Standard,4,24,193
2011/2012,BC Public School,3434031,Jackson Elementary,Standard,5,31,193
2011/2012,BC Public School,3434031,Jackson Elementary,Standard,KF,45,193
2011/2012,BC Public School,3434032,Ross Elementary,Standard,1,31,221
2011/2012,BC Public School,3434032,Ross Elementary,Standard,2,33,221
2011/2012,BC Public School,3434032,Ross Elementary,Standard,3,33,221
2011/2012,BC Public School,3434032,Ross Elementary,Standard,4,28,221
2011/2012,BC Public School,3434032,Ross Elementary,Standard,5,22,221
2011/2012,BC Public School,3434032,Ross Elementary,Standard,6,25,221
2011/2012,BC Public School,3434032,Ross Elementary,Standard,7,18,221
2011/2012,BC Public School,3434032,Ross Elementary,Standard,KF,31,221
2011/2012,BC Public School,3434033,Margaret Stenersen Elementary,Standard,1,82,385
2011/2012,BC Public School,3434033,Margaret Stenersen Elementary,Standard,2,49,385
2011/2012,BC Public School,3434033,Margaret Stenersen Elementary,Standard,3,66,385
2011/2012,BC Public School,3434033,Margaret Stenersen Elementary,Standard,4,59,385
2011/2012,BC Public School,3434033,Margaret Stenersen Elementary,Standard,5,62,385
2011/2012,BC Public School,3434033,Margaret Stenersen Elementary,Standard,KF,67,385
2011/2012,BC Public School,3434035,Auguston Traditional Elementary,Standard,1,57,345
2011/2012,BC Public School,3434035,Auguston Traditional Elementary,Standard,2,60,345
2011/2012,BC Public School,3434035,Auguston Traditional Elementary,Standard,3,64,345
2011/2012,BC Public School,3434035,Auguston Traditional Elementary,Standard,4,54,345
2011/2012,BC Public School,3434035,Auguston Traditional Elementary,Standard,5,57,345
2011/2012,BC Public School,3434035,Auguston Traditional Elementary,Standard,KF,53,345
2011/2012,BC Public School,3434036,Ten Broeck Elementary,Standard,1,57,330
2011/2012,BC Public School,3434036,Ten Broeck Elementary,Standard,2,55,330
2011/2012,BC Public School,3434036,Ten Broeck Elementary,Standard,3,48,330
2011/2012,BC Public School,3434036,Ten Broeck Elementary,Standard,4,53,330
2011/2012,BC Public School,3434036,Ten Broeck Elementary,Standard,5,59,330
2011/2012,BC Public School,3434036,Ten Broeck Elementary,Standard,KF,58,330
2011/2012,BC Public School,3434037,Centennial Park Elementary,Standard,1,34,211
2011/2012,BC Public School,3434037,Centennial Park Elementary,Standard,2,32,211
2011/2012,BC Public School,3434037,Centennial Park Elementary,Standard,3,38,211
2011/2012,BC Public School,3434037,Centennial Park Elementary,Standard,4,25,211
2011/2012,BC Public School,3434037,Centennial Park Elementary,Standard,5,42,211
2011/2012,BC Public School,3434037,Centennial Park Elementary,Standard,KF,40,211
2011/2012,BC Public School,3434038,Yale Secondary,Standard,9,274,1243
2011/2012,BC Public School,3434038,Yale Secondary,Standard,10,317,1243
2011/2012,BC Public School,3434038,Yale Secondary,Standard,11,306,1243
2011/2012,BC Public School,3434038,Yale Secondary,Standard,12,336,1243
2011/2012,BC Public School,3434038,Yale Secondary,Standard,SECONDARY,10,1243
2011/2012,BC Public School,3434041,W J Mouat Secondary,Standard,9,379,1471
2011/2012,BC Public School,3434041,W J Mouat Secondary,Standard,10,352,1471
2011/2012,BC Public School,3434041,W J Mouat Secondary,Standard,11,367,1471
2011/2012,BC Public School,3434041,W J Mouat Secondary,Standard,12,373,1471
2011/2012,BC Public School,3434042,William A. Fraser Middle School,Standard,6,195,666
2011/2012,BC Public School,3434042,William A. Fraser Middle School,Standard,7,190,666
2011/2012,BC Public School,3434042,William A. Fraser Middle School,Standard,8,281,666
2011/2012,BC Public School,3434043,Dormick Park Elementary,Standard,1,47,218
2011/2012,BC Public School,3434043,Dormick Park Elementary,Standard,2,34,218
2011/2012,BC Public School,3434043,Dormick Park Elementary,Standard,3,28,218
2011/2012,BC Public School,3434043,Dormick Park Elementary,Standard,4,36,218
2011/2012,BC Public School,3434043,Dormick Park Elementary,Standard,5,36,218
2011/2012,BC Public School,3434043,Dormick Park Elementary,Standard,KF,37,218
2011/2012,BC Public School,3434044,John Maclure Community School,Standard,1,41,285
2011/2012,BC Public School,3434044,John Maclure Community School,Standard,2,48,285
2011/2012,BC Public School,3434044,John Maclure Community School,Standard,3,45,285
2011/2012,BC Public School,3434044,John Maclure Community School,Standard,4,43,285
2011/2012,BC Public School,3434044,John Maclure Community School,Standard,5,59,285
2011/2012,BC Public School,3434044,John Maclure Community School,Standard,KF,49,285
2011/2012,BC Public School,3434045,Dr Thomas A Swift Elementary,Standard,1,46,286
2011/2012,BC Public School,3434045,Dr Thomas A Swift Elementary,Standard,2,49,286
2011/2012,BC Public School,3434045,Dr Thomas A Swift Elementary,Standard,3,45,286
2011/2012,BC Public School,3434045,Dr Thomas A Swift Elementary,Standard,4,50,286
2011/2012,BC Public School,3434045,Dr Thomas A Swift Elementary,Standard,5,50,286
2011/2012,BC Public School,3434045,Dr Thomas A Swift Elementary,Standard,KF,46,286
2011/2012,BC Public School,3434046,Terry Fox Elementary,Standard,1,33,229
2011/2012,BC Public School,3434046,Terry Fox Elementary,Standard,2,49,229
2011/2012,BC Public School,3434046,Terry Fox Elementary,Standard,3,40,229
2011/2012,BC Public School,3434046,Terry Fox Elementary,Standard,4,37,229
2011/2012,BC Public School,3434046,Terry Fox Elementary,Standard,5,33,229
2011/2012,BC Public School,3434046,Terry Fox Elementary,Standard,KF,37,229
2011/2012,BC Public School,3434047,Chief Dan George Middle,Standard,6,193,575
2011/2012,BC Public School,3434047,Chief Dan George Middle,Standard,7,194,575
2011/2012,BC Public School,3434047,Chief Dan George Middle,Standard,8,188,575
2011/2012,BC Public School,3434048,Prince Charles Elementary,Standard,1,52,287
2011/2012,BC Public School,3434048,Prince Charles Elementary,Standard,2,41,287
2011/2012,BC Public School,3434048,Prince Charles Elementary,Standard,3,58,287
2011/2012,BC Public School,3434048,Prince Charles Elementary,Standard,4,48,287
2011/2012,BC Public School,3434048,Prince Charles Elementary,Standard,5,38,287
2011/2012,BC Public School,3434048,Prince Charles Elementary,Standard,KF,50,287
2011/2012,BC Public School,3434049,Blue Jay Elementary,Standard,1,76,386
2011/2012,BC Public School,3434049,Blue Jay Elementary,Standard,2,53,386
2011/2012,BC Public School,3434049,Blue Jay Elementary,Standard,3,56,386
2011/2012,BC Public School,3434049,Blue Jay Elementary,Standard,4,68,386
2011/2012,BC Public School,3434049,Blue Jay Elementary,Standard,5,61,386
2011/2012,BC Public School,3434049,Blue Jay Elementary,Standard,KF,72,386
2011/2012,BC Public School,3434050,Sandy Hill Elementary,Standard,1,83,509
2011/2012,BC Public School,3434050,Sandy Hill Elementary,Standard,2,90,509
2011/2012,BC Public School,3434050,Sandy Hill Elementary,Standard,3,72,509
2011/2012,BC Public School,3434050,Sandy Hill Elementary,Standard,4,88,509
2011/2012,BC Public School,3434050,Sandy Hill Elementary,Standard,5,91,509
2011/2012,BC Public School,3434050,Sandy Hill Elementary,Standard,KF,85,509
2011/2012,BC Public School,3434051,Harry Sayers Elementary,Standard,1,73,394
2011/2012,BC Public School,3434051,Harry Sayers Elementary,Standard,2,66,394
2011/2012,BC Public School,3434051,Harry Sayers Elementary,Standard,3,66,394
2011/2012,BC Public School,3434051,Harry Sayers Elementary,Standard,4,61,394
2011/2012,BC Public School,3434051,Harry Sayers Elementary,Standard,5,63,394
2011/2012,BC Public School,3434051,Harry Sayers Elementary,Standard,KF,65,394
2011/2012,BC Public School,3434052,Rick Hansen Secondary,Standard,9,196,803
2011/2012,BC Public School,3434052,Rick Hansen Secondary,Standard,10,190,803
2011/2012,BC Public School,3434052,Rick Hansen Secondary,Standard,11,212,803
2011/2012,BC Public School,3434052,Rick Hansen Secondary,Standard,12,205,803
2011/2012,BC Public School,3434053,Mountain Elementary,Standard,1,49,345
2011/2012,BC Public School,3434053,Mountain Elementary,Standard,2,67,345
2011/2012,BC Public School,3434053,Mountain Elementary,Standard,3,73,345
