SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NUMBER,SCHOOL_NAME,SURVEY_TOPIC,QUESTION_LABEL_LONG_DESCR,SURVEY_QUESTION,GRADE_GROUP_DESCRIPTION,NON_EXCLUDED_RESPONSES,MANY_OR_ALL_RESPONSES,MANY_OR_ALL_PCT
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807034,Winlaw Elementary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807034,Winlaw Elementary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807034,Winlaw Elementary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807035,Redfish Elementary School,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807035,Redfish Elementary School,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807035,Redfish Elementary School,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,807035,Redfish Elementary School,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886004,Adam Robertson Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,17,11,65
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886004,Adam Robertson Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,16,11,69
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886004,Adam Robertson Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,17,11,65
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886004,Adam Robertson Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,16,9,56
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886006,Crawford Bay Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886014,Canyon/Lister Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886014,Canyon/Lister Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886014,Canyon/Lister Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886014,Canyon/Lister Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886018,J V Humphries Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886019,Erickson Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886019,Erickson Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886019,Erickson Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,8,Kootenay Lake,886019,Erickson Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,10,Arrow Lakes,1010011,Lucerne Elem-Secondary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919005,Mountain View Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919005,Mountain View Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919005,Mountain View Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919005,Mountain View Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919011,Mount Begbie Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,16,13,81
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919011,Mount Begbie Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,16,14,88
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919011,Mount Begbie Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,16,13,81
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919011,Mount Begbie Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,16,11,69
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919013,Columbia Park Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919013,Columbia Park Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919013,Columbia Park Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919013,Columbia Park Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919015,Arrow Heights Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919015,Arrow Heights Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919015,Arrow Heights Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,19,Revelstoke,1919015,Arrow Heights Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009011,Twin Rivers Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009011,Twin Rivers Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009011,Twin Rivers Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2009011,Twin Rivers Elementary,Achievement,Satisfaction with writing development,Are you satisfied with the development of your child's writing skills at school?,Elementary Parents,Msk,Msk,Msk
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011004,MacLean Elementary,Achievement,Satisfaction with learning at school,Are you satisfied with what your child is learning at school?,Elementary Parents,26,22,85
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011004,MacLean Elementary,Achievement,Satisfaction with math development,Are you satisfied with the development of your child's mathematics skills at school?,Elementary Parents,26,18,69
2010/2011,SCHOOL LEVEL,BC Public School,20,Kootenay-Columbia,2011004,MacLean Elementary,Achievement,Satisfaction with reading development,Are you satisfied with the development of your child's reading skills at school?,Elementary Parents,26,20,77
